unique_number,rev_bis,name_en,date_inscribed,danger_list,Latitude,Longitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en
523,,Old Town of Galle and its Fortifications,1988,,6.021388889,80.21861111,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Sri Lanka
663,,Golden Temple of Dambulla,1991,,7.856666667,80.64916667,0,1,0,0,0,0,1,0,0,0,0,(i)(vi),Cultural,C,Sri Lanka
1650,,Central Highlands of Sri Lanka,2010,,7.45245,80.8021,56844,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Sri Lanka
2177,Rev,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,2016,,19.7361111111,37.4430555556,260700,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Sudan
1250,,Gebel Barkal and the Sites of the Napatan Region,2003,,18.53333333,31.81666667,182.5,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Sudan
1760,,Archaeological Sites of the Island of Meroe,2011,,16.9333333333,33.7166666667,2357.36,0,1,1,1,1,0,0,0,0,0,(ii)(iii)(iv)(v),Cultural,C,Sudan
1096,Rev,Historic Inner City of Paramaribo,2002,,5.82611,-55.15,30,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Suriname
1187,,Central Suriname Nature Reserve,2000,,4,-56.5,1600000,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,Suriname
653,,Birka and Hovgården,1993,,59.33514,17.54264,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Sweden
655,rev,Engelsberg Ironworks,1993,,59.96667,16.00833,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Sweden
657,rev,Rock Carvings in Tanum,1994,,58.70111,11.34111,0,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Sweden
659,rev,Skogskyrkogården,1994,,59.27556,18.09944,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Sweden
660,,Royal Domain of Drottningholm,1991,,59.32306,17.88333,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Sweden
864,,Hanseatic Town of Visby,1995,,57.64167,18.29583,0,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Sweden
898,,"Church Town of Gammelstad, Luleå ",1996,,65.64611,22.02861,0,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Sweden
916,,Laponian Area,1996,,67.33333,17.58333,933408.706,0,0,1,0,1,0,1,1,1,0,(iii)(v)(vii)(viii)(ix),Mixed,C/N,Sweden
1022,,Naval Port of Karlskrona,1998,,56.16667,15.58333,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Sweden
1132,,Agricultural Landscape of Southern Öland,2000,,56.325,16.48333,56323,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Sweden
1200,,Mining Area of the Great Copper Mountain in Falun,2001,,60.60472,15.63083,42.82,0,1,1,0,1,0,0,0,0,0,(ii)(iii)(v),Cultural,C,Sweden
1314,,"Grimeton Radio Station, Varberg",2004,,57.1,12.38333333,109.09,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Sweden
1814,rev,Decorated Farmhouses of Hälsingland,2012,,61.7072222222,16.1958333333,14.84,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Sweden
297,,Old City of Berne,1983,,46.94806,7.45028,84684,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Switzerland
298,,Abbey of St Gall,1983,,47.42333,9.37778,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Switzerland
299,,Benedictine Convent of St John at Müstair,1983,,46.62945,10.44765,2036,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Switzerland
1036,,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",2000,,46.19314,9.02242,5,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Switzerland
1211,Bis,Swiss Alps Jungfrau-Aletsch,2001,,46.5,8.0333333333,82400,0,0,0,0,0,0,1,1,1,0,(vii)(viii)(ix),Natural,N,Switzerland
1497,,Swiss Tectonic Arena Sardona,2008,,46.9166666667,9.25,32850,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Switzerland
1420,,"Lavaux, Vineyard Terraces",2007,,46.4919444444,6.7461111111,898,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Switzerland
1582,,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",2009,,47.1038888889,6.8327777778,283.9,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Switzerland
1862,Bis,Ancient City of Damascus,1979,,33.51139,36.30639,86.12,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Syrian Arab Republic
24,,Ancient City of Aleppo,1986,,36.23333,37.16667,364,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Syrian Arab Republic
2209,,Ancient City of Bosra,1980,,32.51806,36.48167,116.2,1,0,1,0,0,1,0,0,0,0,(i)(iii)(vi),Cultural,C,Syrian Arab Republic
2256,,Site of Palmyra,1980,,34.55417,38.26667,1640,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Syrian Arab Republic
1406,,Crac des Chevaliers and Qal’at Salah El-Din,2006,,34.7816666667,36.2630555555,8.87,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Syrian Arab Republic
1761,,Ancient Villages of Northern Syria,2011,Y 2013,36.3341666667,36.8441666667,12290,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Syrian Arab Republic
1651,Rev,Proto-urban Site of Sarazm,2010,,39.5077777778,67.4602777778,15.93,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Tajikistan
1907,Rev,Tajik National Park (Mountains of the Pamirs),2013,,38.765,72.3052777778,2611674,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Tajikistan
679,,Historic Town of Sukhothai and Associated Historic Towns,1991,,17.00722,99.78972,11852,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,Thailand
680,,Ban Chiang Archaeological Site,1992,,17.54861,103.35833,30,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Thailand
681,,Historic City of Ayutthaya,1991,,14.34778,100.56056,289,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Thailand
698,rev,Dong Phayayen-Khao Yai Forest Complex,2005,,14.33,102.05,615500,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Thailand
699,,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,1991,,15.33333,98.91667,622200,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Thailand
1714,Ter,Natural and Cultural Heritage of the Ohrid region,1979,,41.11806,20.81333,83350,1,0,1,1,0,0,1,0,0,0,(i)(iii)(iv)(vii),Mixed,C/N,the former Yugoslav Republic of Macedonia
1321,,"Koutammakou, the Land of the Batammariba",2004,,10.06666667,1.133333333,50000,0,0,0,0,1,1,0,0,0,0,(v)(vi),Cultural,C,Togo
11,,Ichkeul National Park,1980,P 1996-2006,37.16361,9.67472,12600,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Tunisia
1744,Bis,Medina of Tunis,1979,,36.81667,10.16667,296.41,0,1,1,0,1,0,0,0,0,0,(ii)(iii)(v),Cultural,C,Tunisia
41,,Archaeological Site of Carthage,1979,,36.85278,10.32333,616.02,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Tunisia
1741,Bis,Amphitheatre of El Jem,1979,,35.29639,10.70694,1.37,0,0,0,1,0,1,0,0,0,0,(iv)(vi),Cultural,C,Tunisia
378,Bis,Punic Town of Kerkuane and its Necropolis,1985,,36.94639,11.09917,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Tunisia
1743,Bis,Medina of Sousse,1988,,35.82778,10.63861,31.68,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Tunisia
1742,Bis,Kairouan,1988,,35.68167,10.10389,68.02,1,1,1,0,1,1,0,0,0,0,(i)(ii)(iii)(v)(vi),Cultural,C,Tunisia
938,,Dougga / Thugga,1997,,36.42361,9.22028,70,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Tunisia
2255,,Historic Areas of Istanbul,1985,,41.00847,28.97993,765.5,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Turkey
410,,Göreme National Park and the Rock Sites of Cappadocia,1985,,38.66667,34.85,9883.81,1,0,1,0,1,0,1,0,0,0,(i)(iii)(v)(vii),Mixed,C/N,Turkey
411,,Great Mosque and Hospital of Divriği,1985,,39.371271,38.121826,2016,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Turkey
432,,Hattusha: the Hittite Capital,1986,,40.01389,34.62056,268.46,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Turkey
520,,Nemrut Dağ,1987,,38.03661,38.76369,11,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,Turkey
563,,Xanthos-Letoon,1988,,36.335,29.32028,126.4,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkey
564,,Hierapolis-Pamukkale,1988,,37.92389,29.12333,1077,0,0,1,1,0,0,1,0,0,0,(iii)(iv)(vii),Mixed,C/N,Turkey
729,,City of Safranbolu,1994,,41.26,32.68972,193,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Turkey
1000,,Archaeological Site of Troy,1998,,39.95644,26.239,158,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Turkey
2014,Rev,Ephesus,2015,,37.9291666667,27.3594444444,662.62,0,0,1,1,0,1,0,0,0,0,(iii)(iv)(vi),Cultural,C,Turkey
1784,,Selimiye Mosque and its Social Complex,2011,,41.6777777778,26.5594444444,2.5,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Turkey
1829,,Neolithic Site of Çatalhöyük,2012,,37.6666666667,32.8280555556,37,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Turkey
1995,,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,2014,,40.1847305556,29.0623361111,27.467,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,Turkey
2001,,Pergamon and its Multi-Layered Cultural Landscape,2014,,39.1258333333,27.18,332.5,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,Turkey
2049,,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,2015,,37.9031,40.2393083333,521.23,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Turkey
2110,,Archaeological Site of Ani,2016,,40.5,43.5666666667,250.7,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Turkey
2170,,Aphrodisias,2017,,37.7083333333,28.7236111111,152.25,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,Turkey
1038,,State Historical and Cultural Park “Ancient Merv”,1999,,37.70083,62.1775,353.24,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkmenistan
1376,,Kunya-Urgench,2005,,42.18318,59.08494,0,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkmenistan
1471,,Parthian Fortresses of Nisa,2007,,37.9997222222,58.1986111111,77.905,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Turkmenistan
806,,Bwindi Impenetrable National Park,1994,,-1.080555556,29.66138889,32092,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Uganda
808,,Rwenzori Mountains National Park,1994,P 1999-2004,0.223611111,29.92416667,99600,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Uganda
1192,,Tombs of Buganda Kings at Kasubi,2001,Y 2010,0.348611111,32.55138889,26.8,1,0,1,1,0,1,0,0,0,0,(i)(iii)(iv)(vi),Cultural,C,Uganda
617,Bis,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",1990,,50.45258,30.51686,28.52,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,Ukraine
1632,Bis,L'viv – the Ensemble of the Historic Centre,1998,,49.84163,24.03198,120,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Ukraine
1785,,Residence of Bukovinian and Dalmatian Metropolitans,2011,,48.2966666667,25.9247222222,8,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,Ukraine
1895,,Ancient City of Tauric Chersonese and its Chora,2013,,44.6108333333,33.4913888889,259.3752,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Ukraine
1762,,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",2011,,24.0677777778,55.8063888889,4945.45,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,United Arab Emirates
2178,,Giant's Causeway and Causeway Coast,1986,,55.25,-6.485277778,239.405,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,United Kingdom of Great Britain and Northern Ireland
1634,Bis,Durham Castle and Cathedral,1986,,54.77472222,-1.576111111,8.79,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,United Kingdom of Great Britain and Northern Ireland
425,,Ironbridge Gorge,1986,,52.62638889,-2.472777778,0,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1930,Bis,Studley Royal Park including the Ruins of Fountains Abbey,1986,,54.11611111,-1.573055556,309,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1633,Bis,"Stonehenge, Avebury and Associated Sites",1986,,51.17888889,-1.825277778,4985.4,1,1,1,0,0,0,0,0,0,0,(i)(ii)(iii),Cultural,C,United Kingdom of Great Britain and Northern Ireland
429,,Castles and Town Walls of King Edward in Gwynedd,1986,,53.13972222,-4.276944444,6,1,0,1,1,0,0,0,0,0,0,(i)(iii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
2202,,St Kilda,1986,,57.81722222,-8.576666667,24201.4004,0,0,1,0,1,0,1,0,1,1,(iii)(v)(vii)(ix)(x),Mixed,C/N,United Kingdom of Great Britain and Northern Ireland
2171,,The English Lake District,2017,,54.4766111111,-3.0824166667,229205.19,0,1,0,0,1,1,0,0,0,0,(ii)(v)(vi),Cultural,C,United Kingdom of Great Britain and Northern Ireland
492,,Blenheim Palace,1987,,51.84194444,-1.361388889,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1635,Bis,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,1987,,51.49972222,-0.128611111,10.26,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
495,,City of Bath,1987,,51.38138889,-2.358611111,2900,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
497,Rev,New Lanark,2001,,55.66333333,-3.783055556,146,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,United Kingdom of Great Britain and Northern Ireland
566,,Henderson Island,1988,,-24.3666666667,-128.333333333,3700,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,United Kingdom of Great Britain and Northern Ireland
567,,Tower of London,1988,,51.50805556,-0.076111111,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
578,,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",1988,,51.28,1.083333333,18.17,1,1,0,0,0,1,0,0,0,0,(i)(ii)(vi),Cultural,C,United Kingdom of Great Britain and Northern Ireland
2125,,Heart of Neolithic Orkney,1999,,58.99605556,-3.188666667,15,1,1,1,1,0,0,0,0,0,0,(i)(ii)(iii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
860,,Old and New Towns of Edinburgh,1995,,55.95,-3.216666667,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
874,Bis,Gough and Inaccessible Islands,1995,,-40.32472222,-9.928611111,7900,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,United Kingdom of Great Britain and Northern Ireland
939,,Maritime Greenwich,1997,,51.47777778,0,109.5,1,1,0,1,0,1,0,0,0,0,(i)(ii)(iv)(vi),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1147,,"Historic Town of St George and Related Fortifications, Bermuda",2000,,32.37944444,-64.67777778,257.5,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1148,,Blaenavon Industrial Landscape,2000,,51.77638889,-3.088055556,3290,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1201,,Saltaire,2001,,53.83916667,-1.788333333,20,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1202,,Dorset and East Devon Coast,2001,,50.70555556,-2.989888889,2550,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,United Kingdom of Great Britain and Northern Ireland
1203,,Derwent Valley Mills,2001,,53.02888889,-1.488055556,1228.7,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1262,,"Royal Botanic Gardens, Kew",2003,,51.48194444,-0.294027778,132,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1331,,Liverpool – Maritime Mercantile City,2004,Y 2012,53.40666667,-2.994444444,136,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1392,,Cornwall and West Devon Mining Landscape,2006,0,50.1361111111,-5.3836111111,19719,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1583,,Pontcysyllte Aqueduct and Canal,2009,,52.9702777778,-3.0877777778,105,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
2046,,The Forth Bridge,2015,,56.0011111111,-3.3888888889,7.5,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,United Kingdom of Great Britain and Northern Ireland
2087,,Gorham's Cave Complex,2016,,36.1226694444,-5.3420611111,28,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,United Kingdom of Great Britain and Northern Ireland
1639,Bis,Ngorongoro Conservation Area,1979,P 1984-1989,-3.18722,35.54083,809440,0,0,0,1,0,0,1,1,1,1,(iv)(vii)(viii)(ix)(x),Mixed,C/N,United Republic of Tanzania
159,,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,1981,P 2004-2014,-8.95778,39.52278,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,United Republic of Tanzania
174,,Serengeti National Park,1981,,-2.33333,34.56667,1476300,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,United Republic of Tanzania
192,Rev,Stone Town of Zanzibar,2000,,-6.16306,39.18917,96,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,United Republic of Tanzania
1924,Bis,Selous Game Reserve,1982,,-9,37.4,5120000,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,United Republic of Tanzania
466,,Kilimanjaro National Park,1987,,-3.06667,37.36667,75575,0,0,0,0,0,0,1,0,0,0,(vii),Natural,N,United Republic of Tanzania
1449,rev,Kondoa Rock-Art Sites,2006,,-4.7244444444,35.8338888888,233600,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,United Republic of Tanzania
30,,Mesa Verde National Park,1978,,37.26166667,-108.4855556,21043,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,United States of America
31,,Yellowstone National Park,1978,P 1995-2003,44.46056,-110.82778,898349,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,United States of America
81,,Grand Canyon National Park,1979,,36.10083333,-112.0905556,493270,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,United States of America
82,,Everglades National Park,1979,Y 2010 P 1993-2007,25.55444444,-80.99638889,567017,0,0,0,0,0,0,0,1,1,1,(viii)(ix)(x),Natural,N,United States of America
84,,Independence Hall,1979,,39.94861111,-75.15,2,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,United States of America
147,,Redwood National and State Parks,1980,,41.37388889,-123.9980556,56883,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,United States of America
168,,Mammoth Cave National Park,1981,,37.18722222,-86.10305556,21191,0,0,0,0,0,0,1,1,0,1,(vii)(viii)(x),Natural,N,United States of America
169,,Olympic National Park,1981,,47.74833333,-123.4488889,,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,United States of America
2191,,Cahokia Mounds State Historic Site,1982,,38.65861111,-90.06138889,541,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,United States of America
289,,Great Smoky Mountains National Park,1983,,35.59305556,-83.43555556,209000,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,United States of America
2192,,La Fortaleza and San Juan National Historic Site in Puerto Rico,1983,,18.46666667,-66.125,33.39,0,0,0,0,0,1,0,0,0,0,(vi),Cultural,C,United States of America
346,,Statue of Liberty,1984,,40.68944444,-74.04472222,5,1,0,0,0,0,1,0,0,0,0,(i)(vi),Cultural,C,United States of America
347,,Yosemite National Park,1984,,37.74611111,-119.5966667,308283,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,United States of America
405,rev,Chaco Culture,1987,,36.06377778,-107.9708333,0,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,United States of America
472,,Hawaii Volcanoes National Park,1987,,19.40083333,-155.1236111,87940,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,United States of America
2126,,Monticello and the University of Virginia in Charlottesville,1987,,38.03277778,-78.50388889,795.96,1,0,0,1,0,1,0,0,0,0,(i)(iv)(vi),Cultural,C,United States of America
573,rev,Taos Pueblo,1992,,36.43889,-105.54167,19.01,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,United States of America
852,,Carlsbad Caverns National Park,1995,,32.16666667,-104.3833333,18926,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,United States of America
1672,,Papahānaumokuākea,2010,,25.34907,-170.14582,36207499,0,0,1,0,0,1,0,1,1,1,(iii)(vi)(viii)(ix)(x),Mixed,C/N,United States of America
1978,,Monumental Earthworks of Poverty Point,2014,,32.6369444444,-91.4063888889,163,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,United States of America
2027,,San Antonio Missions,2015,,29.3280555556,-98.46,300.8,0,1,0,0,0,0,0,0,0,0,(ii),Cultural,C,United States of America
881,,Historic Quarter of the City of Colonia del Sacramento,1995,,-34.46777778,-57.85333333,16,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Uruguay
2025,,Fray Bentos Industrial Landscape,2015,,-33.1177777778,-58.3316666667,273.8,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Uruguay
638,,Itchan Kala,1990,,41.37833,60.36389,37.5,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Uzbekistan
2184,,Historic Centre of Bukhara,1993,,39.77472,64.42861,216,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Uzbekistan
715,Rev,Samarkand  – Crossroad of Cultures,2001,,39.66861,67,1123,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Uzbekistan
1037,,Historic Centre of Shakhrisyabz,2000,,39.05,66.83333,240,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Uzbekistan
1511,,Chief Roi Mata’s Domain,2008,,-17.6280694444,168.1777194444,886.31,0,0,1,0,1,1,0,0,0,0,(iii)(v)(vi),Cultural,C,Vanuatu
779,,Coro and its Port,1993,Y 2005,11.4,-69.68333333,,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,Venezuela (Bolivarian Republic of)
829,,Canaima National Park,1994,,5.33333,-61.5,3000000,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,Venezuela (Bolivarian Republic of)
1150,,Ciudad Universitaria de Caracas,2000,,10.49073,-66.89068,164203,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,Venezuela (Bolivarian Republic of)
796,Bis,Ha Long Bay,1994,,20.9,107.1,150000,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Viet Nam
802,,Complex of Hué Monuments,1993,,16.46944,107.57778,315.47,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,Viet Nam
1109,,Hoi An Ancient Town,1999,,15.88333333,108.3333333,30,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Viet Nam
1110,,My Son Sanctuary,1999,,15.51666667,108.5666667,142,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Viet Nam
2059,Bis,Phong Nha-Ke Bang National Park,2003,,17.5372222222,106.15125,123326,0,0,0,0,0,0,0,1,1,1,(viii)(ix)(x),Natural,N,Viet Nam
1689,,Central Sector of the Imperial Citadel of Thang Long - Hanoi,2010,,21.0394444444,105.8372222222,18.395,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,Viet Nam
1775,,Citadel of the Ho Dynasty,2011,,20.0780555556,105.6047222222,155.5,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Viet Nam
2179,,Trang An Landscape Complex,2014,,20.2566666667,105.8963888889,6226,0,0,0,0,1,0,1,1,0,0,(v)(vii)(viii),Mixed,C/N,Viet Nam
213,,Old Walled City of Shibam,1982,,15.92694,48.62667,0,0,0,1,1,1,0,0,0,0,0,(iii)(iv)(v),Cultural,C,Yemen
444,,Old City of Sana'a,1986,,15.35555556,44.20805556,0,0,0,0,1,1,1,0,0,0,0,(iv)(v)(vi),Cultural,C,Yemen
725,,Historic Town of Zabid,1993,Y 2000,14.19806,43.33,0,0,1,0,1,0,1,0,0,0,0,(ii)(iv)(vi),Cultural,C,Yemen
1548,,Socotra Archipelago,2008,,12.5,53.8333333333,410460,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Yemen
339,,"Mana Pools National Park, Sapi and Chewore Safari Areas",1984,,-15.81944444,29.40805556,676600,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Zimbabwe
345,Rev,Matobo Hills,2003,,-20.5,28.5,205000,0,0,1,0,1,1,0,0,0,0,(iii)(v)(vi),Cultural,C,Zimbabwe
417,,Great Zimbabwe National Monument,1986,,-20.28333333,30.93333333,722,1,0,1,0,0,1,0,0,0,0,(i)(iii)(vi),Cultural,C,Zimbabwe
418,,Khami Ruins National Monument,1986,,-20.15833333,28.37666667,0,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Zimbabwe
